-5.000000000000000000e+00 -5.000000000000000000e+00 3.555549880621623748e-02
-4.900000000000000355e+00 -5.000000000000000000e+00 3.594075898627203947e-02
-4.799999999999999822e+00 -5.000000000000000000e+00 3.710368276225668727e-02
-4.700000000000000178e+00 -5.000000000000000000e+00 3.906570497532321773e-02
-4.599999999999999645e+00 -5.000000000000000000e+00 4.186262451076107338e-02
-4.500000000000000000e+00 -5.000000000000000000e+00 4.554480651879466019e-02
-4.400000000000000355e+00 -5.000000000000000000e+00 5.017737082712010743e-02
-4.299999999999999822e+00 -5.000000000000000000e+00 5.584039470203046307e-02
-4.200000000000000178e+00 -5.000000000000000000e+00 6.262874283366041961e-02
-4.099999999999999645e+00 -5.000000000000000000e+00 7.065186173523879676e-02
-4.000000000000000000e+00 -5.000000000000000000e+00 8.003319852127262213e-02
-3.899999999999999911e+00 -5.000000000000000000e+00 9.090945809264183719e-02
-3.799999999999999822e+00 -5.000000000000000000e+00 1.034285403237803214e-01
-3.700000000000000178e+00 -5.000000000000000000e+00 1.177467531695796793e-01
-3.599999999999999645e+00 -5.000000000000000000e+00 1.340250760990891743e-01
-3.500000000000000000e+00 -5.000000000000000000e+00 1.524241168693516724e-01
-3.399999999999999911e+00 -5.000000000000000000e+00 1.730980262526231328e-01
-3.299999999999999822e+00 -5.000000000000000000e+00 1.961873613580663311e-01
-3.200000000000000178e+00 -5.000000000000000000e+00 2.218088269746368024e-01
-3.099999999999999645e+00 -5.000000000000000000e+00 2.500454445507998003e-01
-3.000000000000000000e+00 -5.000000000000000000e+00 2.809334449261541855e-01
-2.899999999999999911e+00 -5.000000000000000000e+00 3.144536629261539540e-01
-2.799999999999999822e+00 -5.000000000000000000e+00 3.505191311330507764e-01
-2.699999999999999734e+00 -5.000000000000000000e+00 3.889678845944154473e-01
-2.599999999999999645e+00 -5.000000000000000000e+00 4.295609671534073581e-01
-2.500000000000000000e+00 -5.000000000000000000e+00 4.719876128834843421e-01
-2.399999999999999911e+00 -5.000000000000000000e+00 5.158681647223875011e-01
-2.299999999999999822e+00 -5.000000000000000000e+00 5.607598531726956104e-01
-2.199999999999999734e+00 -5.000000000000000000e+00 6.061656141777185258e-01
-2.099999999999999645e+00 -5.000000000000000000e+00 6.515758439183438888e-01
-2.000000000000000000e+00 -5.000000000000000000e+00 6.964807781145224697e-01
-1.899999999999999911e+00 -5.000000000000000000e+00 7.403846229995656447e-01
-1.799999999999999822e+00 -5.000000000000000000e+00 7.828403734421083282e-01
-1.699999999999999734e+00 -5.000000000000000000e+00 8.234497439913510686e-01
-1.599999999999999645e+00 -5.000000000000000000e+00 8.619186100173440446e-01
-1.500000000000000000e+00 -5.000000000000000000e+00 8.980069723546961757e-01
-1.399999999999999911e+00 -5.000000000000000000e+00 9.315644686574140465e-01
-1.299999999999999822e+00 -5.000000000000000000e+00 9.625023016912950258e-01
-1.199999999999999734e+00 -5.000000000000000000e+00 9.907933009838534311e-01
-1.099999999999999645e+00 -5.000000000000000000e+00 1.016487314993931523e+00
-1.000000000000000000e+00 -5.000000000000000000e+00 1.039654339756905577e+00
-8.999999999999994671e-01 -5.000000000000000000e+00 1.060427642514487401e+00
-7.999999999999998224e-01 -5.000000000000000000e+00 1.078952682242050320e+00
-7.000000000000001776e-01 -5.000000000000000000e+00 1.095404896040272913e+00
-5.999999999999996447e-01 -5.000000000000000000e+00 1.109954169043445793e+00
-5.000000000000000000e-01 -5.000000000000000000e+00 1.122765494462918179e+00
-3.999999999999994671e-01 -5.000000000000000000e+00 1.133969105093707741e+00
-2.999999999999998224e-01 -5.000000000000000000e+00 1.143708482795189108e+00
-1.999999999999992895e-01 -5.000000000000000000e+00 1.152086286582429953e+00
-9.999999999999964473e-02 -5.000000000000000000e+00 1.159212624343675335e+00
0.000000000000000000e+00 -5.000000000000000000e+00 1.202983554959864865e+00
1.000000000000005329e-01 -5.000000000000000000e+00 1.159276311720638386e+00
2.000000000000001776e-01 -5.000000000000000000e+00 1.152189478120343669e+00
3.000000000000007105e-01 -5.000000000000000000e+00 1.143810234363513034e+00
